Budget Updates	Current data (26.11.2025 12:26:23)
	Total of years	Total of years	Total of years	Total of years	Total of years	Total of years	Previous years	Previous years	Previous years	Previous years	Previous years	Previous years	2025	2025	2025	2025	2025	2025	2026	2026	2026	2026	2026	2026	2027	2027	2027	2027	2027	2027	2028 and following	2028 and following	2028 and following	2028 and following	2028 and following	2028 and following	Overall values	Overall values	Overall values	Overall values	Overall values	Overall values
Object	Orig.bud.	Supplement	Return	Transfer	Curr.Bdgt	Release	Orig.bud.	Supplement	Return	Transfer	Curr.Bdgt	Release	Orig.bud.	Supplement	Return	Transfer	Curr.Bdgt	Release	Orig.bud.	Supplement	Return	Transfer	Curr.Bdgt	Release	Orig.bud.	Supplement	Return	Transfer	Curr.Bdgt	Release	Orig.bud.	Supplement	Return	Transfer	Curr.Bdgt	Release	Orig.bud.	Supplement	Return	Transfer	Curr.Bdgt	Release
Displayed in	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR	1 INR
5*  PRJ NL-S-CSR-241               OHT for Annagramam e	            4000000	                  0	                  0	                  0	            4000000	            4000000	            4000000	                  0	                  0	                  0	            4000000	            4000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            4000000	                  0	                  0	                  0	            4000000	            4000000
5*  PRJ NL-S-CSR-242               OHT for Vegakollai V	            1500000	                  0	                  0	                  0	            1500000	            1500000	            1500000	                  0	                  0	                  0	            1500000	            1500000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1500000	                  0	                  0	                  0	            1500000	            1500000
5*  PRJ NL-S-CSR-243               OHT,Borewell in Kilp	            2500000	                  0	            -400000	                  0	            2100000	            2100000	            2500000	                  0	            -400000	                  0	            2100000	            2100000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2500000	                  0	            -400000	                  0	            2100000	            2100000
5*  PRJ NL-S-CSR-244               OHT,BW&Comp.Wall - s	            7500000	                  0	                  0	                  0	            7500000	            7500000	            7500000	                  0	                  0	                  0	            7500000	            7500000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            7500000	                  0	                  0	                  0	            7500000	            7500000
5*  PRJ NL-S-CSR-245               Borewell for Vanathi	            3000000	                  0	                  0	                  0	            3000000	            3000000	            3000000	                  0	                  0	                  0	            3000000	            3000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            3000000	                  0	                  0	                  0	            3000000	            3000000
5*  PRJ NL-S-CSR-246               Borewell in East Str	            2000000	                  0	                  0	                  0	            2000000	            2000000	            2000000	                  0	                  0	                  0	            2000000	            2000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2000000	                  0	                  0	                  0	            2000000	            2000000
5*  PRJ NL-S-CSR-247               solar water pumps,Jh	            6000000	                  0	                  0	                  0	            6000000	            6000000	            6000000	                  0	                  0	                  0	            6000000	            6000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            6000000	                  0	                  0	                  0	            6000000	            6000000
5*  PRJ NL-S-CSR-248               2 toilet blocks,ward	            4000000	                  0	                  0	                  0	            4000000	            4000000	            4000000	                  0	                  0	                  0	            4000000	            4000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            4000000	                  0	                  0	                  0	            4000000	            4000000
5*  PRJ NL-S-CSR-249               Toilet Block,NMJ Sch	            4000000	                  0	                  0	                  0	            4000000	            4000000	            4000000	                  0	                  0	                  0	            4000000	            4000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            4000000	                  0	                  0	                  0	            4000000	            4000000
5*  PRJ NL-S-CSR-250               Toilet block GHSS,Ma	            2000000	                  0	                  0	                  0	            2000000	            2000000	            2000000	                  0	                  0	                  0	            2000000	            2000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2000000	                  0	                  0	                  0	            2000000	            2000000
5*  PRJ NL-S-CSR-251               Toilet block for gir	            2000000	                  0	                  0	                  0	            2000000	            2000000	            2000000	                  0	                  0	                  0	            2000000	            2000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2000000	                  0	                  0	                  0	            2000000	            2000000
5*  PRJ NL-S-CSR-252               Toilet for Tholkappi	            1500000	                  0	                  0	                  0	            1500000	            1500000	            1500000	                  0	                  0	                  0	            1500000	            1500000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1500000	                  0	                  0	                  0	            1500000	            1500000
5*  PRJ NL-S-CSR-253               Incinerator for Gov	            2500000	                  0	                  0	                  0	            2500000	            2500000	            2500000	                  0	                  0	                  0	            2500000	            2500000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2500000	                  0	                  0	                  0	            2500000	            2500000
5*  PRJ NL-S-CSR-254               Toilet block for HAM	            2000000	                  0	                  0	                  0	            2000000	            2000000	            2000000	                  0	                  0	                  0	            2000000	            2000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2000000	                  0	                  0	                  0	            2000000	            2000000
5*  PRJ NL-S-CSR-255               Toilet block in GHSS	            2000000	                  0	                  0	                  0	            2000000	            2000000	            2000000	                  0	                  0	                  0	            2000000	            2000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2000000	                  0	                  0	                  0	            2000000	            2000000
5*  PRJ NL-S-CSR-256               Toilet block for PUP	            2000000	                  0	                  0	                  0	            2000000	            2000000	            2000000	                  0	                  0	                  0	            2000000	            2000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2000000	                  0	                  0	                  0	            2000000	            2000000
5*  PRJ NL-S-CSR-257               Toilet  for PUPS,Ind	            2000000	                  0	                  0	                  0	            2000000	            2000000	            2000000	                  0	                  0	                  0	            2000000	            2000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2000000	                  0	                  0	                  0	            2000000	            2000000
5*  PRJ NL-S-CSR-258               Toilet blocks for Go	            2000000	                  0	                  0	                  0	            2000000	            2000000	            2000000	                  0	                  0	                  0	            2000000	            2000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2000000	                  0	                  0	                  0	            2000000	            2000000
5*  PRJ NL-S-CSR-259               Toilet for PUMS, The	            1500000	                  0	                  0	                  0	            1500000	            1500000	            1500000	                  0	                  0	                  0	            1500000	            1500000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1500000	                  0	                  0	                  0	            1500000	            1500000
5*  PRJ NL-S-CSR-260               Hygiene&Health Care	           12000000	            4279000	                  0	                  0	           16279000	           16279000	           12000000	            4279000	                  0	                  0	           16279000	           16279000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           12000000	            4279000	                  0	                  0	           16279000	           16279000
5*  PRJ NL-S-CSR-261               Garbage collection v	            7000000	                  0	                  0	                  0	            7000000	            7000000	            7000000	                  0	                  0	                  0	            7000000	            7000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            7000000	                  0	                  0	                  0	            7000000	            7000000
5*  PRJ NL-S-CSR-262               Construction of publ	            6000000	                  0	                  0	                  0	            6000000	            6000000	            6000000	                  0	                  0	                  0	            6000000	            6000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            6000000	                  0	                  0	                  0	            6000000	            6000000
5*  PRJ NL-S-CSR-263               waste collection equ	            5000000	                  0	                  0	                  0	            5000000	            5000000	            5000000	                  0	                  0	                  0	            5000000	            5000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            5000000	                  0	                  0	                  0	            5000000	            5000000
5*  PRJ NL-S-CSR-264               Swachhata activities	           10200000	                  0	                  0	                  0	           10200000	           10200000	           10200000	                  0	                  0	                  0	           10200000	           10200000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           10200000	                  0	                  0	                  0	           10200000	           10200000
5*  PRJ NL-S-CSR-265               Auditorium in Periya	           20000000	                  0	          -20000000	                  0	                  0	                  0	           20000000	                  0	          -20000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           20000000	                  0	          -20000000	                  0	                  0	                  0
5*  PRJ NL-S-CSR-266               4 class room for Gov	            7500000	                  0	           -7500000	                  0	                  0	                  0	            7500000	                  0	           -7500000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            7500000	                  0	           -7500000	                  0	                  0	                  0
5*  PRJ NL-S-CSR-267               Van etc-PMS HSS,S&H	            1132000	                  0	                  0	                  0	            1132000	            1132000	            1132000	                  0	                  0	                  0	            1132000	            1132000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1132000	                  0	                  0	                  0	            1132000	            1132000
5*  PRJ NL-S-CSR-268               Cycle stand for Mela	            1500000	                  0	                  0	                  0	            1500000	            1500000	            1500000	                  0	                  0	                  0	            1500000	            1500000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1500000	                  0	                  0	                  0	            1500000	            1500000
5*  PRJ NL-S-CSR-269               Tiles - classroom,GH	            1000000	                  0	           -1000000	                  0	                  0	                  0	            1000000	                  0	           -1000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1000000	                  0	           -1000000	                  0	                  0	                  0
5*  PRJ NL-S-CSR-270               Tution fee for JSC S	           40000000	                  0	                  0	                  0	           40000000	           40000000	           40000000	                  0	                  0	                  0	           40000000	           40000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           40000000	                  0	                  0	                  0	           40000000	           40000000
5*  PRJ NL-S-CSR-271               Awareness, motivatio	            6000000	                  0	                  0	                  0	            6000000	            6000000	            6000000	                  0	                  0	                  0	            6000000	            6000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            6000000	                  0	                  0	                  0	            6000000	            6000000
5*  PRJ NL-S-CSR-272               Promoting Education,	            5000000	            1380000	                  0	                  0	            6380000	            6380000	            5000000	            1380000	                  0	                  0	            6380000	            6380000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            5000000	            1380000	                  0	                  0	            6380000	            6380000
5*  PRJ NL-S-CSR-273               Educational Assistan	           10562000	                  0	           -1380000	                  0	            9182000	            9182000	           10562000	                  0	           -1380000	                  0	            9182000	            9182000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           10562000	                  0	           -1380000	                  0	            9182000	            9182000
5*  PRJ NL-S-CSR-274               Smart class for Govt	            1000000	            4200000	                  0	                  0	            5200000	            5200000	            1000000	            4200000	                  0	                  0	            5200000	            5200000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1000000	            4200000	                  0	                  0	            5200000	            5200000
5*  PRJ NL-S-CSR-275               Sponsoring PAPs ward	            1200000	                  0	                  0	                  0	            1200000	            1200000	            1200000	                  0	                  0	                  0	            1200000	            1200000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1200000	                  0	                  0	                  0	            1200000	            1200000
5*  PRJ NL-S-CSR-276               Scholarships to girl	            1200000	                  0	                  0	                  0	            1200000	            1200000	            1200000	                  0	                  0	                  0	            1200000	            1200000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1200000	                  0	                  0	                  0	            1200000	            1200000
5*  PRJ NL-S-CSR-277               School kits, Beti Pa	             200000	                  0	                  0	                  0	             200000	             200000	             200000	                  0	                  0	                  0	             200000	             200000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             200000	                  0	                  0	                  0	             200000	             200000
5*  PRJ NL-S-CSR-278               Classroom in GovPS B	            1200000	                  0	            -410271	                  0	             789729	             379458	            1200000	                  0	            -410271	                  0	             789729	             379458	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1200000	                  0	            -410271	                  0	             789729	             789729
5*  PRJ NL-S-CSR-279               Classroom Gov SSS, B	            1200000	                  0	            -373798	                  0	             826202	             826202	            1200000	                  0	            -373798	                  0	             826202	             826202	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1200000	                  0	            -373798	                  0	             826202	             826202
5*  PRJ NL-S-CSR-280               Library in Bithnok	            2506032	                  0	           -1325369	                  0	            1180663	            1180663	            2506032	                  0	           -1325369	                  0	            1180663	            1180663	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2506032	                  0	           -1325369	                  0	            1180663	            1180663
5*  PRJ NL-S-CSR-281               Addl. classrooms etc	            1500000	                  0	           -1500000	                  0	                  0	                  0	            1500000	                  0	           -1500000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1500000	                  0	           -1500000	                  0	                  0	                  0
5*  PRJ NL-S-CSR-282               Infra. @Govt. school	            3000000	                  0	            -774172	                  0	            2225828	            2225828	            3000000	                  0	            -774172	                  0	            2225828	            2225828	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            3000000	                  0	            -774172	                  0	            2225828	            2225828
5*  PRJ NL-S-CSR-283               Classroom in Gov SSS	            1200000	                  0	           -1200000	                  0	                  0	                  0	            1200000	                  0	           -1200000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1200000	                  0	           -1200000	                  0	                  0	                  0
5*  PRJ NL-S-CSR-284               Classroom etc-Gov SS	            1200000	                  0	            -142912	                  0	            1057088	            1057088	            1200000	                  0	            -142912	                  0	            1057088	            1057088	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1200000	                  0	            -142912	                  0	            1057088	            1057088
5*  PRJ NL-S-CSR-285               Library @ Ummaram ki	            1330000	                  0	           -1330000	                  0	                  0	                  0	            1330000	                  0	           -1330000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1330000	                  0	           -1330000	                  0	                  0	                  0
5*  PRJ NL-S-CSR-286               Library in Pithrasar	            1328000	             228000	            -228000	                  0	            1328000	            1328000	            1328000	             228000	            -228000	                  0	            1328000	            1328000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1328000	             228000	            -228000	                  0	            1328000	            1328000
5*  PRJ NL-S-CSR-287               FA to SOS, Neyveli	            6000000	                  0	                  0	                  0	            6000000	            6000000	            6000000	                  0	                  0	                  0	            6000000	            6000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            6000000	                  0	                  0	                  0	            6000000	            6000000
5*  PRJ NL-S-CSR-288               Skill Development tr	            2000000	                  0	                  0	                  0	            2000000	            2000000	            2000000	                  0	                  0	                  0	            2000000	            2000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2000000	                  0	                  0	                  0	            2000000	            2000000
5*  PRJ NL-S-CSR-289               Upgradation faciliti	            5000000	                  0	                  0	                  0	            5000000	            5000000	            5000000	                  0	                  0	                  0	            5000000	            5000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            5000000	                  0	                  0	                  0	            5000000	            5000000
5*  PRJ NL-S-CSR-290               Skill enhancing/empl	            5000000	                  0	                  0	                  0	            5000000	            5000000	            5000000	                  0	                  0	                  0	            5000000	            5000000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            5000000	                  0	                  0	                  0	            5000000	            5000000
5*  PRJ NL-S-CSR-291               Roofing etc for VCT-	             600000	                  0	                  0	                  0	             600000	             600000	             600000	                  0	                  0	                  0	             600000	             600000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             600000	                  0	                  0	                  0	             600000	             600000
